concept,dimension,support_en,support_zh,support_ar,top_en,top_zh,top_ar,js_zh_en,js_ar_en,js_zh_ar,mean_js
terracotta red,colors_color_schemes,792,851,768,contentment=0.390,contentment=0.645,contentment=0.293,0.071624,0.034702,0.153663,0.086663
muted greys,colors_color_schemes,43,46,44,contentment=0.368,contentment=0.485,contentment=0.443,0.083884,0.059309,0.116693,0.086629
decorative borders,objects_subjects,43,42,41,awe=0.537,contentment=0.505,awe=0.429,0.142599,0.023547,0.093702,0.086616
wooden buildings,objects_subjects,42,43,38,contentment=0.204,contentment=0.474,amusement=0.200,0.087389,0.037896,0.134546,0.086610
realistic depiction,compositional_style,115,125,113,contentment=0.423,contentment=0.737,amusement=0.345,0.069759,0.052617,0.137310,0.086562
japanese calligraphy,symbolic_cultural_motifs,440,443,432,fear=0.228,contentment=0.394,awe=0.235,0.098148,0.027389,0.134113,0.086550
ancient ruins,scenes_settings,59,67,64,awe=0.512,contentment=0.427,awe=0.358,0.077077,0.068709,0.113815,0.086534
dark shadows,colors_color_schemes,167,163,159,awe=0.324,contentment=0.570,contentment=0.425,0.071772,0.077629,0.110136,0.086512
vaulted ceiling,scenes_settings,10,10,10,awe=0.517,contentment=0.517,awe=0.517,0.079792,0.032230,0.147457,0.086493
patterned skirt,objects_subjects,20,20,20,contentment=0.306,contentment=0.551,contentment=0.388,0.118522,0.075021,0.065827,0.086457
older woman,objects_subjects,33,37,33,contentment=0.467,contentment=0.759,contentment=0.493,0.088341,0.053012,0.118014,0.086456
receding perspective,compositional_style,20,21,20,contentment=0.551,contentment=0.725,contentment=0.469,0.046281,0.095062,0.117853,0.086399
deep blues,colors_color_schemes,83,85,82,awe=0.406,contentment=0.497,awe=0.329,0.084387,0.041188,0.133477,0.086351
cranes,objects_subjects,18,18,18,contentment=0.378,contentment=0.422,contentment=0.378,0.102041,0.034239,0.122758,0.086346
dark brown ink,colors_color_schemes,104,108,108,contentment=0.272,contentment=0.360,contentment=0.316,0.096596,0.025679,0.136756,0.086344
woodland path,scenes_settings,128,138,123,contentment=0.494,contentment=0.663,contentment=0.412,0.053459,0.081428,0.124029,0.086306
stone tower,objects_subjects,31,36,33,contentment=0.408,contentment=0.556,contentment=0.493,0.044196,0.087360,0.127350,0.086302
central figure composition,compositional_style,23,23,23,awe=0.345,contentment=0.600,contentment=0.345,0.140067,0.024119,0.094542,0.086243
black dress,objects_subjects,59,66,57,contentment=0.291,contentment=0.603,contentment=0.675,0.116808,0.087893,0.053987,0.086229
shoreline,objects_subjects,527,470,440,contentment=0.548,contentment=0.644,contentment=0.341,0.035043,0.074605,0.148988,0.086212
indoor scene,scenes_settings,56,56,54,fear=0.273,contentment=0.421,fear=0.197,0.098228,0.034623,0.125674,0.086175
flowering branches,objects_subjects,21,21,21,contentment=0.490,contentment=0.412,contentment=0.686,0.094567,0.041878,0.121992,0.086146
ruffled collar,objects_subjects,70,73,66,awe=0.262,contentment=0.523,contentment=0.376,0.117014,0.041249,0.099985,0.086083
garden setting,scenes_settings,255,254,258,contentment=0.534,contentment=0.574,contentment=0.455,0.090220,0.032690,0.135277,0.086062
black hat,objects_subjects,73,79,73,awe=0.277,contentment=0.545,contentment=0.497,0.128242,0.075187,0.054701,0.086043
snowy mountains,objects_subjects,16,16,16,awe=0.268,awe=0.317,excitement=0.317,0.091184,0.030118,0.136806,0.086036
red cloth,objects_subjects,23,25,25,sadness=0.345,sadness=0.288,sadness=0.390,0.083606,0.051327,0.123138,0.086023
candlesticks,objects_subjects,15,15,14,awe=0.436,contentment=0.590,awe=0.351,0.125945,0.026478,0.105625,0.086016
ink sketch,compositional_style,35,35,35,amusement=0.241,contentment=0.392,contentment=0.342,0.147567,0.071447,0.039005,0.086006
hen,objects_subjects,14,14,15,contentment=0.405,contentment=0.568,contentment=0.487,0.055133,0.101732,0.101139,0.086002
glass,objects_subjects,68,67,61,contentment=0.324,contentment=0.664,amusement=0.328,0.098095,0.019976,0.139845,0.085972
centered portrait,compositional_style,157,116,109,sadness=0.257,contentment=0.452,contentment=0.533,0.062272,0.128205,0.067391,0.085956
wooden railing,objects_subjects,24,26,25,contentment=0.579,contentment=0.803,amusement=0.424,0.044973,0.086651,0.126196,0.085940
window with bars,objects_subjects,10,10,10,contentment=0.241,fear=0.379,contentment=0.241,0.137693,0.069233,0.050865,0.085931
terracotta browns,colors_color_schemes,10,11,10,awe=0.586,contentment=0.419,amusement=0.310,0.041065,0.109519,0.107193,0.085926
stone towers,objects_subjects,20,20,20,awe=0.347,contentment=0.592,awe=0.388,0.120168,0.001205,0.136277,0.085884
rope belt,objects_subjects,10,10,10,fear=0.310,fear=0.310,contentment=0.310,0.026095,0.128771,0.102676,0.085847
lone figure,objects_subjects,36,41,33,fear=0.309,sadness=0.560,contentment=0.387,0.059746,0.062643,0.135103,0.085830
triangular composition,compositional_style,127,134,122,contentment=0.483,contentment=0.718,contentment=0.304,0.042232,0.073561,0.141647,0.085813
bright red,colors_color_schemes,101,105,99,contentment=0.403,contentment=0.607,amusement=0.333,0.045363,0.063360,0.148612,0.085778
deep blue-grey,colors_color_schemes,25,25,25,contentment=0.322,contentment=0.424,amusement=0.254,0.044494,0.103802,0.109011,0.085769
textured oil paint application,compositional_style,15,15,15,contentment=0.538,contentment=0.641,awe=0.333,0.029066,0.088909,0.139286,0.085754
room interior,scenes_settings,49,51,47,contentment=0.439,contentment=0.748,contentment=0.417,0.091968,0.066441,0.098805,0.085738
garden rock,objects_subjects,65,63,71,contentment=0.626,contentment=0.541,contentment=0.550,0.082920,0.033081,0.141183,0.085728
blue accents,colors_color_schemes,26,24,25,contentment=0.377,contentment=0.544,amusement=0.254,0.047361,0.081881,0.127837,0.085693
high viewpoint,compositional_style,82,43,36,contentment=0.514,contentment=0.621,amusement=0.309,0.038589,0.095404,0.123023,0.085672
realistic figurative painting,compositional_style,41,42,40,contentment=0.385,contentment=0.634,contentment=0.326,0.096103,0.054070,0.106829,0.085667
pointed arch,objects_subjects,10,10,10,awe=0.379,contentment=0.517,awe=0.241,0.085601,0.078430,0.092509,0.085513
soft pink,colors_color_schemes,372,383,364,contentment=0.495,contentment=0.716,amusement=0.360,0.036313,0.085071,0.135145,0.085510
outdoor landscape,scenes_settings,961,1024,937,contentment=0.436,contentment=0.588,amusement=0.265,0.052043,0.056979,0.147313,0.085445
pale cream,colors_color_schemes,11,13,13,fear=0.355,contentment=0.314,contentment=0.429,0.074230,0.098142,0.083947,0.085440
detailed textile patterns,compositional_style,31,31,33,awe=0.296,contentment=0.437,awe=0.253,0.114016,0.063261,0.079010,0.085429
background figures,objects_subjects,12,10,11,contentment=0.273,contentment=0.586,contentment=0.548,0.095572,0.103901,0.056737,0.085403
olive green,colors_color_schemes,2622,2644,2422,contentment=0.514,contentment=0.678,contentment=0.310,0.039700,0.060800,0.155582,0.085360
wine glass,objects_subjects,26,25,25,contentment=0.475,contentment=0.661,amusement=0.322,0.081529,0.020575,0.153923,0.085342
onion dome,symbolic_cultural_motifs,11,10,10,awe=0.290,contentment=0.448,contentment=0.310,0.080362,0.096214,0.079394,0.085323
brown skin tones,colors_color_schemes,18,19,18,awe=0.333,contentment=0.532,contentment=0.467,0.123716,0.093849,0.038335,0.085300
musicians,objects_subjects,75,72,69,excitement=0.283,contentment=0.451,amusement=0.374,0.046988,0.075679,0.133230,0.085299
mandala,symbolic_cultural_motifs,10,10,10,contentment=0.448,contentment=0.379,awe=0.517,0.020451,0.146334,0.089081,0.085289
creams,colors_color_schemes,30,33,28,contentment=0.449,contentment=0.627,amusement=0.354,0.025533,0.083696,0.146566,0.085265
blue bow,objects_subjects,16,16,13,contentment=0.317,contentment=0.610,contentment=0.314,0.073516,0.099627,0.082614,0.085253
nature scene,scenes_settings,136,135,132,contentment=0.473,contentment=0.642,contentment=0.407,0.075114,0.047822,0.132819,0.085252
willow tree,objects_subjects,137,118,123,contentment=0.534,contentment=0.469,contentment=0.561,0.130274,0.023954,0.101468,0.085232
shoreline,scenes_settings,82,82,71,contentment=0.503,contentment=0.503,contentment=0.272,0.067245,0.058862,0.129562,0.085223
misty landscape,scenes_settings,53,52,53,fear=0.252,contentment=0.292,contentment=0.391,0.120869,0.047427,0.087312,0.085203
cloudy sky,scenes_settings,99,105,94,awe=0.411,contentment=0.406,awe=0.310,0.097639,0.040184,0.117781,0.085201
wooden house,objects_subjects,31,36,30,contentment=0.493,contentment=0.556,contentment=0.304,0.080800,0.066211,0.108553,0.085188
outdoor terrace,scenes_settings,85,94,83,contentment=0.520,contentment=0.645,amusement=0.383,0.034543,0.090309,0.130665,0.085172
white cravat,objects_subjects,53,58,55,awe=0.270,contentment=0.664,contentment=0.613,0.134386,0.082977,0.037996,0.085120
wetland,scenes_settings,60,56,56,contentment=0.426,contentment=0.388,contentment=0.388,0.077800,0.061549,0.115963,0.085104
bearded figures,objects_subjects,10,10,10,awe=0.448,contentment=0.310,awe=0.310,0.123243,0.067677,0.064311,0.085077
sculptural alcove,scenes_settings,15,15,15,awe=0.590,awe=0.282,awe=0.385,0.120927,0.084898,0.049335,0.085053
minimalist background,compositional_style,142,147,143,sadness=0.222,contentment=0.386,awe=0.329,0.078502,0.055002,0.121631,0.085045
handrail,objects_subjects,20,20,18,sadness=0.429,sadness=0.469,sadness=0.378,0.081145,0.056479,0.117436,0.085020
architectural background,scenes_settings,27,29,30,awe=0.333,fear=0.284,contentment=0.333,0.084685,0.055068,0.115303,0.085019
patterned textiles,compositional_style,207,211,209,contentment=0.281,contentment=0.439,awe=0.232,0.078381,0.038428,0.138173,0.084994
standing child,objects_subjects,15,17,15,awe=0.385,contentment=0.581,contentment=0.487,0.147781,0.030389,0.076798,0.084989
earthenware jug,objects_subjects,21,21,20,fear=0.294,contentment=0.412,contentment=0.388,0.084614,0.108233,0.062118,0.084988
quill,objects_subjects,40,40,39,awe=0.371,contentment=0.685,contentment=0.586,0.092982,0.093762,0.068218,0.084987
geometric grid,symbolic_cultural_motifs,28,33,29,awe=0.200,awe=0.280,awe=0.522,0.057320,0.102678,0.094940,0.084980
fur rug,objects_subjects,10,12,10,contentment=0.379,contentment=0.636,amusement=0.379,0.114164,0.021497,0.119265,0.084975
ink and watercolor,compositional_style,10,11,10,contentment=0.310,contentment=0.613,awe=0.310,0.097912,0.024560,0.132349,0.084941
mountain gorge,scenes_settings,28,33,28,awe=0.477,contentment=0.387,awe=0.354,0.009837,0.115948,0.129035,0.084940
light beam,objects_subjects,10,10,10,awe=0.310,contentment=0.586,awe=0.379,0.116763,0.056548,0.081507,0.084939
seated figures,objects_subjects,83,79,78,contentment=0.314,contentment=0.365,contentment=0.394,0.102400,0.034625,0.117655,0.084893
geometric borders,symbolic_cultural_motifs,93,90,90,awe=0.354,contentment=0.460,awe=0.376,0.109042,0.020716,0.124910,0.084889
visible brushstrokes,compositional_style,5505,5546,5011,contentment=0.526,contentment=0.699,amusement=0.323,0.031111,0.071297,0.152049,0.084819
autumn park,scenes_settings,10,10,10,contentment=0.310,contentment=0.517,awe=0.241,0.086468,0.021899,0.146071,0.084813
dramatic shadows,compositional_style,24,25,24,contentment=0.404,contentment=0.559,contentment=0.298,0.086080,0.051784,0.116520,0.084795
distant mountains,objects_subjects,336,337,323,contentment=0.442,contentment=0.570,contentment=0.374,0.063944,0.054692,0.135733,0.084790
frozen river,objects_subjects,14,15,15,sadness=0.405,contentment=0.538,contentment=0.333,0.073121,0.117585,0.063661,0.084789
cream white,colors_color_schemes,408,421,391,contentment=0.433,contentment=0.683,contentment=0.330,0.065415,0.056539,0.132407,0.084787
hazy white,colors_color_schemes,15,15,12,contentment=0.385,contentment=0.487,contentment=0.394,0.021888,0.114005,0.118431,0.084774
brown hair,objects_subjects,35,36,35,contentment=0.367,contentment=0.679,contentment=0.392,0.111530,0.044982,0.097600,0.084704
soft purple,colors_color_schemes,48,50,44,contentment=0.429,contentment=0.633,amusement=0.320,0.054218,0.077985,0.121853,0.084685
bow,objects_subjects,113,119,111,contentment=0.370,contentment=0.619,amusement=0.255,0.065588,0.038902,0.149552,0.084681
wash drawing,compositional_style,30,31,29,sadness=0.391,sadness=0.296,sadness=0.284,0.043086,0.077998,0.132940,0.084675
fig,objects_subjects,10,10,10,amusement=0.241,contentment=0.448,contentment=0.310,0.052345,0.130689,0.070873,0.084635
pale yellow,colors_color_schemes,1792,1828,1668,contentment=0.520,contentment=0.666,amusement=0.316,0.030233,0.075066,0.148569,0.084622
seal impressions,objects_subjects,134,126,136,contentment=0.538,contentment=0.525,contentment=0.537,0.093727,0.017267,0.142820,0.084605
studio background,scenes_settings,98,100,94,amusement=0.346,contentment=0.397,awe=0.350,0.093040,0.086437,0.074223,0.084567
muted brown background,colors_color_schemes,39,41,41,contentment=0.586,contentment=0.604,contentment=0.473,0.085568,0.036069,0.132023,0.084553
rosary beads,objects_subjects,16,16,14,sadness=0.415,contentment=0.366,contentment=0.351,0.126213,0.068481,0.058852,0.084515
wooden ledge,objects_subjects,10,10,10,something else=0.310,contentment=0.517,contentment=0.586,0.107165,0.122897,0.023478,0.084513
outdoor street scene,scenes_settings,25,27,23,contentment=0.356,contentment=0.683,contentment=0.345,0.070101,0.073334,0.110078,0.084504
detailed brushwork on foliage,compositional_style,20,21,18,contentment=0.592,contentment=0.608,contentment=0.289,0.035045,0.089245,0.129223,0.084504
twilight scene,scenes_settings,20,21,20,contentment=0.469,contentment=0.686,contentment=0.388,0.042493,0.112322,0.098505,0.084440
water plants,objects_subjects,18,18,17,contentment=0.600,contentment=0.467,contentment=0.488,0.099319,0.037793,0.116008,0.084373
calligraphy,symbolic_cultural_motifs,180,188,185,awe=0.247,contentment=0.423,contentment=0.298,0.096251,0.037788,0.118883,0.084307
sepia tones,colors_color_schemes,162,162,158,contentment=0.351,contentment=0.375,contentment=0.342,0.097567,0.020602,0.134737,0.084302
cherries,objects_subjects,19,19,20,contentment=0.447,contentment=0.362,contentment=0.429,0.124747,0.079927,0.048214,0.084296
green accents,colors_color_schemes,17,17,19,awe=0.395,fear=0.256,awe=0.404,0.137047,0.037708,0.078032,0.084262
black outlines,colors_color_schemes,79,79,74,amusement=0.269,contentment=0.461,contentment=0.261,0.117295,0.055021,0.080430,0.084249
glass bowl,objects_subjects,16,18,18,contentment=0.366,contentment=0.644,amusement=0.378,0.059516,0.072258,0.120893,0.084223
split composition,compositional_style,24,25,23,amusement=0.263,excitement=0.288,awe=0.200,0.082434,0.125673,0.044526,0.084211
palace courtyard,scenes_settings,78,77,82,contentment=0.309,contentment=0.497,awe=0.399,0.055902,0.062471,0.134204,0.084192
bottles,objects_subjects,34,33,31,amusement=0.325,contentment=0.520,contentment=0.380,0.065286,0.098616,0.088552,0.084152
gold background,colors_color_schemes,122,127,126,awe=0.415,contentment=0.445,contentment=0.402,0.119578,0.020540,0.112237,0.084118
stylized garden,scenes_settings,10,11,10,amusement=0.241,contentment=0.484,amusement=0.241,0.067856,0.041751,0.142712,0.084106
waves,objects_subjects,404,425,390,contentment=0.315,contentment=0.499,amusement=0.290,0.043900,0.066154,0.142176,0.084077
vertical composition of tree trunks,compositional_style,10,11,10,contentment=0.379,contentment=0.484,amusement=0.241,0.044391,0.103525,0.104000,0.083972
clothing,objects_subjects,121,126,117,sadness=0.331,contentment=0.540,contentment=0.309,0.054416,0.069434,0.128003,0.083951
hanging scroll,compositional_style,297,287,301,contentment=0.403,contentment=0.472,contentment=0.476,0.104693,0.021207,0.125825,0.083908
two women,objects_subjects,159,165,151,contentment=0.541,contentment=0.794,contentment=0.357,0.053802,0.061714,0.136113,0.083876
pale violet,colors_color_schemes,19,22,20,contentment=0.617,contentment=0.585,contentment=0.388,0.065104,0.073657,0.112833,0.083864
baroque composition,compositional_style,21,20,20,awe=0.451,contentment=0.592,contentment=0.388,0.120100,0.077097,0.054342,0.083846
fantasy landscape,scenes_settings,10,10,10,amusement=0.310,contentment=0.379,awe=0.310,0.134580,0.022365,0.094555,0.083833
comic strip layout,compositional_style,10,10,10,contentment=0.241,contentment=0.379,contentment=0.310,0.133477,0.019895,0.098025,0.083799
serpent,objects_subjects,11,12,11,fear=0.355,fear=0.455,awe=0.355,0.067082,0.073143,0.111148,0.083791
realistic painting,compositional_style,12,17,15,contentment=0.394,contentment=0.488,contentment=0.333,0.051944,0.087630,0.111784,0.083786
studio,scenes_settings,21,21,20,amusement=0.333,contentment=0.569,contentment=0.388,0.125962,0.018675,0.106698,0.083778
earthy palette,colors_color_schemes,27,28,26,sadness=0.238,contentment=0.446,contentment=0.410,0.101428,0.102694,0.047176,0.083766
lamppost,objects_subjects,18,22,20,contentment=0.556,contentment=0.660,contentment=0.306,0.025464,0.096619,0.129118,0.083734
thatched roofs,objects_subjects,31,33,30,contentment=0.577,contentment=0.627,contentment=0.362,0.035930,0.092326,0.122937,0.083731
pillow,objects_subjects,98,104,97,contentment=0.307,contentment=0.512,amusement=0.271,0.067467,0.067433,0.116149,0.083683
low horizon,compositional_style,28,34,30,contentment=0.354,contentment=0.455,contentment=0.420,0.034508,0.092490,0.124026,0.083675
table with tablecloth,objects_subjects,15,15,15,contentment=0.590,contentment=0.538,contentment=0.385,0.052785,0.042917,0.155295,0.083665
gold accents,colors_color_schemes,132,132,126,contentment=0.282,contentment=0.582,contentment=0.280,0.111401,0.008558,0.130993,0.083651
warm highlights,colors_color_schemes,25,25,23,awe=0.356,sadness=0.390,contentment=0.382,0.097086,0.033565,0.120289,0.083647
pointed hat,objects_subjects,28,28,28,amusement=0.415,fear=0.323,contentment=0.262,0.137070,0.068912,0.044952,0.083645
horse,objects_subjects,343,355,334,contentment=0.269,contentment=0.505,awe=0.244,0.052632,0.056278,0.141945,0.083618
gongbi technique,compositional_style,235,223,227,contentment=0.499,contentment=0.662,contentment=0.525,0.103464,0.022235,0.125139,0.083613
visible dabs of paint,compositional_style,34,39,34,contentment=0.532,contentment=0.793,contentment=0.403,0.064401,0.056502,0.129919,0.083607
hairpin,objects_subjects,24,24,25,awe=0.333,contentment=0.474,contentment=0.288,0.122834,0.070374,0.057606,0.083605
valleys,objects_subjects,20,19,19,contentment=0.429,contentment=0.404,awe=0.362,0.022624,0.080521,0.147613,0.083586
stupa,symbolic_cultural_motifs,10,11,10,awe=0.448,contentment=0.484,awe=0.448,0.084597,0.027565,0.138561,0.083574
detailed patterning,compositional_style,103,101,98,contentment=0.284,contentment=0.479,contentment=0.268,0.087492,0.020507,0.142692,0.083564
muted gray,colors_color_schemes,10,10,10,fear=0.310,contentment=0.310,fear=0.310,0.029225,0.105319,0.116119,0.083555
checkered pattern,symbolic_cultural_motifs,56,62,52,contentment=0.504,contentment=0.669,amusement=0.504,0.045802,0.087251,0.117446,0.083499
angels,objects_subjects,115,114,110,awe=0.523,contentment=0.443,awe=0.389,0.132266,0.036620,0.081540,0.083475
lemons,objects_subjects,38,37,31,contentment=0.553,contentment=0.759,contentment=0.408,0.057685,0.059108,0.133594,0.083462
baby,objects_subjects,112,118,110,contentment=0.330,contentment=0.673,contentment=0.467,0.111391,0.068709,0.070210,0.083436
stems,objects_subjects,432,442,432,contentment=0.576,contentment=0.709,contentment=0.466,0.057227,0.050100,0.142963,0.083430
pale ochre,colors_color_schemes,23,24,27,contentment=0.491,contentment=0.544,contentment=0.683,0.094834,0.064205,0.091220,0.083420
teeth,objects_subjects,20,20,20,amusement=0.224,contentment=0.388,contentment=0.469,0.109911,0.105016,0.035330,0.083419
arched frame composition,compositional_style,27,26,24,awe=0.333,contentment=0.508,contentment=0.684,0.106389,0.078395,0.065451,0.083412
rooster,objects_subjects,61,58,59,contentment=0.420,contentment=0.712,contentment=0.417,0.120469,0.015295,0.114436,0.083400
ochres,colors_color_schemes,80,88,81,contentment=0.444,contentment=0.503,awe=0.275,0.006453,0.101532,0.142179,0.083388
muted background,colors_color_schemes,10,11,10,awe=0.310,contentment=0.613,contentment=0.448,0.108181,0.101994,0.039989,0.083388
pastel green,colors_color_schemes,15,15,13,amusement=0.282,contentment=0.538,amusement=0.257,0.086827,0.068983,0.094349,0.083386
bed,objects_subjects,61,61,58,sadness=0.298,contentment=0.511,sadness=0.248,0.096676,0.049094,0.104307,0.083359
logs,objects_subjects,18,21,20,contentment=0.556,contentment=0.647,amusement=0.347,0.025874,0.087664,0.136488,0.083342
yellow fabric,objects_subjects,10,10,10,contentment=0.379,contentment=0.517,amusement=0.310,0.057986,0.088395,0.103593,0.083325
obelisk,symbolic_cultural_motifs,15,16,15,awe=0.590,awe=0.366,awe=0.333,0.062301,0.066776,0.120885,0.083320
white wall,objects_subjects,15,20,15,sadness=0.333,contentment=0.551,amusement=0.282,0.104771,0.089649,0.055488,0.083303
flattened perspective,compositional_style,120,127,109,contentment=0.518,contentment=0.749,contentment=0.383,0.063791,0.038129,0.147950,0.083290
religious procession,scenes_settings,11,10,10,contentment=0.290,contentment=0.448,awe=0.310,0.069685,0.087562,0.092581,0.083276
stormy sky,objects_subjects,16,17,15,fear=0.512,fear=0.628,awe=0.333,0.035040,0.081136,0.133584,0.083253
wooden cross,symbolic_cultural_motifs,19,20,17,awe=0.362,contentment=0.633,contentment=0.442,0.132556,0.057895,0.059277,0.083243
one-corner composition,compositional_style,21,21,23,contentment=0.451,contentment=0.451,contentment=0.491,0.119719,0.016781,0.113213,0.083238
courtyard,objects_subjects,52,53,51,contentment=0.274,contentment=0.513,contentment=0.351,0.087785,0.060456,0.101449,0.083230
venetian square,scenes_settings,11,12,10,awe=0.355,contentment=0.636,awe=0.310,0.124436,0.028900,0.096335,0.083224
greenish blue,colors_color_schemes,10,10,10,contentment=0.517,contentment=0.517,amusement=0.310,0.039282,0.110645,0.099737,0.083221
wide-brimmed hat,objects_subjects,52,52,48,contentment=0.310,contentment=0.611,contentment=0.429,0.112217,0.082008,0.055438,0.083221
storm at sea,scenes_settings,11,11,10,fear=0.484,fear=0.548,awe=0.241,0.049803,0.101041,0.098786,0.083210
distant windmill,objects_subjects,56,15,15,contentment=0.620,contentment=0.590,awe=0.333,0.063328,0.070383,0.115916,0.083209
white robes,colors_color_schemes,15,16,16,awe=0.436,contentment=0.561,awe=0.317,0.098713,0.027528,0.123341,0.083194
potted plant,objects_subjects,129,138,124,contentment=0.491,contentment=0.677,contentment=0.401,0.057274,0.052286,0.140017,0.083192
ukiyo-e,compositional_style,233,237,226,fear=0.217,contentment=0.375,awe=0.202,0.100252,0.018864,0.130456,0.083190
blue,colors_color_schemes,3542,3736,3412,contentment=0.427,contentment=0.658,amusement=0.309,0.053607,0.040529,0.155353,0.083163
muted greens,colors_color_schemes,1211,1202,1123,contentment=0.492,contentment=0.641,contentment=0.361,0.056514,0.050233,0.142695,0.083147
layered mountains,compositional_style,36,30,32,awe=0.358,contentment=0.478,contentment=0.425,0.143616,0.022451,0.083360,0.083142
wooden cabin,objects_subjects,24,25,23,contentment=0.404,contentment=0.593,contentment=0.382,0.111918,0.016474,0.121005,0.083133
palace,objects_subjects,12,13,12,contentment=0.455,contentment=0.600,amusement=0.273,0.057961,0.081971,0.109459,0.083130
lotus flower,symbolic_cultural_motifs,32,34,31,awe=0.370,fear=0.325,contentment=0.324,0.124642,0.046876,0.077856,0.083125
handwritten date,symbolic_cultural_motifs,30,29,28,contentment=0.391,contentment=0.552,awe=0.354,0.028909,0.111215,0.109221,0.083115
eye,objects_subjects,50,50,46,amusement=0.229,fear=0.321,contentment=0.307,0.051930,0.077890,0.119501,0.083107
turban,symbolic_cultural_motifs,11,11,13,contentment=0.290,contentment=0.355,contentment=0.314,0.112008,0.034101,0.103207,0.083106
asymmetric composition,compositional_style,489,518,487,contentment=0.422,contentment=0.583,contentment=0.351,0.062634,0.043708,0.142951,0.083098
bare tree,objects_subjects,97,101,92,contentment=0.429,contentment=0.488,contentment=0.347,0.054721,0.052857,0.141666,0.083082
line drawing,compositional_style,299,295,296,contentment=0.255,contentment=0.416,awe=0.348,0.068578,0.067749,0.112901,0.083076
diptych,compositional_style,26,27,25,awe=0.246,sadness=0.238,contentment=0.390,0.108136,0.033654,0.107343,0.083044
outdoor field,scenes_settings,72,78,75,contentment=0.464,contentment=0.539,contentment=0.358,0.050139,0.052020,0.146935,0.083031
stone staircase,objects_subjects,15,15,15,awe=0.385,awe=0.282,awe=0.641,0.064565,0.065531,0.118944,0.083013
yellow shirt,objects_subjects,11,10,10,amusement=0.355,contentment=0.517,amusement=0.379,0.070257,0.068478,0.110211,0.082982
watercolor illustration,compositional_style,31,30,27,amusement=0.239,contentment=0.449,amusement=0.302,0.110902,0.043514,0.094505,0.082974
lantern,objects_subjects,78,37,37,amusement=0.370,contentment=0.398,contentment=0.325,0.109091,0.059487,0.080334,0.082971
graphic outlines,compositional_style,39,40,36,awe=0.264,contentment=0.438,awe=0.358,0.115255,0.019116,0.114514,0.082961
white tablecloth,objects_subjects,56,64,59,contentment=0.355,contentment=0.737,contentment=0.354,0.092382,0.036037,0.120461,0.082960
english countryside,scenes_settings,51,10,10,contentment=0.568,contentment=0.655,awe=0.310,0.083807,0.061093,0.103959,0.082953
chariot,objects_subjects,29,28,24,awe=0.612,contentment=0.354,awe=0.544,0.142521,0.024819,0.081491,0.082944
sketchy outlines,compositional_style,182,144,138,contentment=0.523,contentment=0.596,contentment=0.340,0.034505,0.067925,0.146370,0.082934
boat,objects_subjects,377,338,323,contentment=0.502,contentment=0.568,contentment=0.417,0.079043,0.050794,0.118927,0.082921
sketchbook,objects_subjects,15,16,15,contentment=0.590,contentment=0.317,contentment=0.385,0.105192,0.065395,0.078099,0.082895
corridor,scenes_settings,10,11,10,sadness=0.379,contentment=0.355,sadness=0.517,0.120144,0.035278,0.093260,0.082894
dirt ground,objects_subjects,29,32,27,contentment=0.373,contentment=0.397,contentment=0.460,0.056409,0.103133,0.089109,0.082884
cottage,objects_subjects,66,76,66,contentment=0.475,contentment=0.615,contentment=0.418,0.036516,0.086202,0.125897,0.082872
fringe,objects_subjects,15,15,15,contentment=0.436,contentment=0.487,contentment=0.385,0.082266,0.047760,0.118578,0.082868
papers,objects_subjects,59,63,61,contentment=0.433,contentment=0.674,contentment=0.481,0.079375,0.091770,0.077406,0.082850
hearth fire,objects_subjects,10,11,10,contentment=0.517,sadness=0.355,contentment=0.655,0.087699,0.040152,0.120654,0.082835
sparse vegetation,objects_subjects,36,37,35,contentment=0.383,contentment=0.518,awe=0.291,0.064563,0.057469,0.126438,0.082824
horizon,objects_subjects,61,63,62,contentment=0.389,contentment=0.556,contentment=0.308,0.050804,0.089738,0.107912,0.082818
circular composition,compositional_style,66,71,68,contentment=0.305,contentment=0.536,amusement=0.241,0.085359,0.045860,0.117164,0.082794
bamboo branches,objects_subjects,18,20,20,contentment=0.422,contentment=0.469,contentment=0.633,0.120828,0.048536,0.079009,0.082791
blossoms,objects_subjects,43,43,41,contentment=0.453,contentment=0.537,contentment=0.429,0.049216,0.075841,0.123266,0.082774
tubism,compositional_style,11,11,10,disgust=0.290,disgust=0.290,awe=0.310,0.046273,0.122306,0.079707,0.082762
pigeons,objects_subjects,20,25,20,amusement=0.265,contentment=0.627,contentment=0.306,0.115121,0.043163,0.089960,0.082748
outdoor night scene,scenes_settings,36,38,34,fear=0.309,contentment=0.388,awe=0.221,0.081323,0.045736,0.121119,0.082726
wooden wall,objects_subjects,29,31,29,contentment=0.403,contentment=0.606,contentment=0.313,0.082415,0.042461,0.123298,0.082725
reins,objects_subjects,16,16,18,awe=0.268,contentment=0.220,awe=0.378,0.041492,0.069174,0.137464,0.082710
hands clasped,objects_subjects,10,11,10,contentment=0.379,contentment=0.419,contentment=0.448,0.112925,0.071641,0.063503,0.082689
bamboo poles,objects_subjects,12,12,14,fear=0.515,fear=0.455,excitement=0.405,0.082597,0.043518,0.121886,0.082667
